ano,estado,familia,denominacao,quantidade
2009,PARANÁ,5,00,845,00
2009,PARANÁ, ,10,00,112,00
2009,PARANÁ,10,00,2.689,00
2009,PARANÁ,20,00,3.586,00
2009,PARANÁ,50,00,15.071,00
2009,PARANÁ,100,00,19.698,00
2009,PERNAMBUCO,1,00,5,00
2009,PERNAMBUCO,2,00,146,00
2009,PERNAMBUCO,5,00,601,00
2009,PERNAMBUCO, ,10,00,204,00
2009,PERNAMBUCO,10,00,1.050,00
2009,PERNAMBUCO,20,00,2.875,00
2009,PERNAMBUCO,50,00,10.505,00
2009,PERNAMBUCO,100,00,2.546,00
2009,PIAUÍ,2,00,12,00
2009,PIAUÍ,5,00,42,00
2009,PIAUÍ, ,10,00,1,00
2009,PIAUÍ,10,00,104,00
2009,PIAUÍ,20,00,352,00
2009,PIAUÍ,50,00,1.343,00
2009,PIAUÍ,100,00,148,00
2009,RIO DE JANEIRO,1,00,2,00
2009,RIO DE JANEIRO,2,00,103,00
2009,RIO DE JANEIRO,5,00,605,00
2009,RIO DE JANEIRO, ,10,00,143,00
2009,RIO DE JANEIRO,10,00,5.845,00
2009,RIO DE JANEIRO,20,00,4.313,00
2009,RIO DE JANEIRO,50,00,29.658,00
2009,RIO DE JANEIRO,100,00,9.913,00
2009,RIO GRANDE DO NORTE,2,00,8,00
2009,RIO GRANDE DO NORTE,5,00,77,00
2009,RIO GRANDE DO NORTE, ,10,00,20,00
2009,RIO GRANDE DO NORTE,10,00,147,00
2009,RIO GRANDE DO NORTE,20,00,254,00
2009,RIO GRANDE DO NORTE,50,00,1.414,00
2009,RIO GRANDE DO NORTE,100,00,266,00
2009,RIO GRANDE DO SUL,1,00,2,00
2009,RIO GRANDE DO SUL,2,00,136,00
2009,RIO GRANDE DO SUL,5,00,507,00
2009,RIO GRANDE DO SUL, ,10,00,33,00
2009,RIO GRANDE DO SUL,10,00,7.788,00
2009,RIO GRANDE DO SUL,20,00,4.391,00
2009,RIO GRANDE DO SUL,50,00,18.089,00
2009,RIO GRANDE DO SUL,100,00,5.499,00
2009,RONDÔNIA,2,00,10,00
2009,RONDÔNIA,5,00,37,00
2009,RONDÔNIA, ,10,00,6,00
2009,RONDÔNIA,10,00,334,00
2009,RONDÔNIA,20,00,207,00
2009,RONDÔNIA,50,00,646,00
2009,RONDÔNIA,100,00,72,00
2009,RORAIMA, ,10,00,50,00
2009,RORAIMA,10,00,1,00
2009,RORAIMA,20,00,1,00
2009,RORAIMA,50,00,164,00
2009,RORAIMA,100,00,6,00
2009,SANTA CATARINA,2,00,48,00
2009,SANTA CATARINA,5,00,192,00
2009,SANTA CATARINA, ,10,00,19,00
2009,SANTA CATARINA,10,00,772,00
2009,SANTA CATARINA,20,00,2.708,00
2009,SANTA CATARINA,50,00,6.782,00
2009,SANTA CATARINA,100,00,8.804,00
2009,SÃO PAULO,1,00,8,00
2009,SÃO PAULO,2,00,410,00
2009,SÃO PAULO,5,00,2.990,00
2009,SÃO PAULO, ,10,00,2.688,00
2009,SÃO PAULO,10,00,12.881,00
2009,SÃO PAULO,20,00,20.435,00
2009,SÃO PAULO,50,00,112.593,00
2009,SÃO PAULO,100,00,29.134,00
2009,SERGIPE,1,00,1,00
2009,SERGIPE,2,00,12,00
2009,SERGIPE,5,00,58,00
2009,SERGIPE, ,10,00,29,00
2009,SERGIPE,10,00,924,00
2009,SERGIPE,20,00,474,00
2009,SERGIPE,50,00,2.624,00
2009,SERGIPE,100,00,953,00
2009,TOCANTINS,2,00,13,00
2009,TOCANTINS,5,00,45,00
2009,TOCANTINS, ,10,00,10,00
2009,TOCANTINS,10,00,80,00
2009,TOCANTINS,20,00,294,00
2009,TOCANTINS,50,00,847,00
2009,TOCANTINS,100,00,163,00
2010,ACRE,5,00,2,00
2010,ACRE,10,00,34,00
2010,ACRE,20,00,24,00
2010,ACRE,50,00,57,00
2010,ACRE,100,00,30,00
2010,ALAGOAS,2,00,2,00
2010,ALAGOAS,5,00,185,00
2010,ALAGOAS, ,10,00,410,00
2010,ALAGOAS,10,00,205,00
2010,ALAGOAS,20,00,127,00
2010,ALAGOAS,50,00,1.040,00
2010,ALAGOAS,100,00,212,00
2010,AMAPÁ,2,00,2,00
2010,AMAPÁ,5,00,2,00
2010,AMAPÁ,10,00,18,00
2010,AMAPÁ,20,00,12,00
2010,AMAPÁ,50,00,59,00
2010,AMAPÁ,100,00,24,00
2010,AMAZONAS,2,00,13,00
2010,AMAZONAS,5,00,75,00
2010,AMAZONAS, ,10,00,3,00
2010,AMAZONAS,10,00,246,00
2010,AMAZONAS,20,00,93,00
2010,AMAZONAS,50,00,428,00
2010,AMAZONAS,100,00,162,00
2010,BAHIA,2,00,68,00
2010,BAHIA,5,00,252,00
2010,BAHIA, ,10,00,49,00
2010,BAHIA,10,00,4.151,00
2010,BAHIA,20,00,1.409,00
2010,BAHIA,50,00,8.546,00
2010,BAHIA,100,00,3.925,00
2010,CEARÁ,2,00,37,00
2010,CEARÁ,5,00,150,00
2010,CEARÁ, ,10,00,14,00
2010,CEARÁ,10,00,3.682,00
2010,CEARÁ,20,00,2.632,00
2010,CEARÁ,50,00,4.404,00
2010,CEARÁ,100,00,884,00
2010,DISTRITO FEDERAL,1,00,1,00
2010,DISTRITO FEDERAL,2,00,26,00
2010,DISTRITO FEDERAL,5,00,352,00
2010,DISTRITO FEDERAL, ,10,00,14,00
2010,DISTRITO FEDERAL,10,00,1.298,00
2010,DISTRITO FEDERAL,20,00,786,00
2010,DISTRITO FEDERAL,50,00,6.060,00
2010,DISTRITO FEDERAL,100,00,429,00
2010,ESPÍRITO SANTO,1,00,1,00
2010,ESPÍRITO SANTO,2,00,23,00
2010,ESPÍRITO SANTO,5,00,1.624,00
2010,ESPÍRITO SANTO, ,10,00,31,00
2010,ESPÍRITO SANTO,10,00,1.294,00
2010,ESPÍRITO SANTO,20,00,245,00
2010,ESPÍRITO SANTO,50,00,1.616,00
2010,ESPÍRITO SANTO,100,00,437,00
2010,GOIÁS,2,00,39,00
2010,GOIÁS,5,00,6.204,00
2010,GOIÁS, ,10,00,5,00
2010,GOIÁS,10,00,1.568,00
2010,GOIÁS,20,00,971,00
2010,GOIÁS,50,00,24.377,00
2010,GOIÁS,100,00,1.088,00
2010,MARANHÃO,2,00,24,00
2010,MARANHÃO,5,00,209,00
2010,MARANHÃO, ,10,00,3,00
2010,MARANHÃO,10,00,341,00
2010,MARANHÃO,20,00,529,00
2010,MARANHÃO,50,00,2.645,00
2010,MARANHÃO,100,00,1.486,00
2010,MATO GROSSO,2,00,7,00
2010,MATO GROSSO,5,00,116,00
2010,MATO GROSSO, ,10,00,4,00
2010,MATO GROSSO,10,00,217,00
2010,MATO GROSSO,20,00,163,00
2010,MATO GROSSO,50,00,4.472,00
2010,MATO GROSSO,100,00,185,00
2010,MATO GROSSO DO SUL,2,00,6,00
2010,MATO GROSSO DO SUL,5,00,47,00
2010,MATO GROSSO DO SUL, ,10,00,3,00
2010,MATO GROSSO DO SUL,10,00,501,00
2010,MATO GROSSO DO SUL,20,00,392,00
2010,MATO GROSSO DO SUL,50,00,9.142,00
2010,MATO GROSSO DO SUL,100,00,229,00
2010,MINAS GERAIS,2,00,196,00
2010,MINAS GERAIS,5,00,1.094,00
2010,MINAS GERAIS, ,10,00,179,00
2010,MINAS GERAIS,10,00,3.699,00
2010,MINAS GERAIS,20,00,3.792,00
2010,MINAS GERAIS,50,00,20.046,00
2010,MINAS GERAIS,100,00,7.241,00
2010,NAO INFORMADO,20,00,1,00
2010,NAO INFORMADO,50,00,11,00
2010,NAO INFORMADO,100,00,1,00
2010,PARÁ,2,00,17,00
2010,PARÁ,5,00,257,00
2010,PARÁ, ,10,00,7,00
2010,PARÁ,10,00,1.185,00
2010,PARÁ,20,00,1.039,00
2010,PARÁ,50,00,2.074,00
2010,PARÁ,100,00,1.081,00
2010,PARAÍBA,2,00,14,00
2010,PARAÍBA,5,00,51,00
2010,PARAÍBA, ,10,00,7,00
2010,PARAÍBA,10,00,253,00
2010,PARAÍBA,20,00,428,00
2010,PARAÍBA,50,00,1.098,00
2010,PARAÍBA,100,00,363,00
2010,PARANÁ,1,00,1,00
2010,PARANÁ,2,00,78,00
2010,PARANÁ,5,00,425,00
2010,PARANÁ, ,10,00,70,00
2010,PARANÁ,10,00,2.787,00
2010,PARANÁ,20,00,1.958,00
2010,PARANÁ,50,00,11.696,00
2010,PARANÁ,100,00,8.565,00
2010,PERNAMBUCO,2,00,48,00
2010,PERNAMBUCO,5,00,412,00
2010,PERNAMBUCO, ,10,00,129,00
2010,PERNAMBUCO,10,00,1.121,00
2010,PERNAMBUCO,20,00,3.075,00
2010,PERNAMBUCO,50,00,5.667,00
2010,PERNAMBUCO,100,00,2.634,00
2010,PIAUÍ,2,00,3,00
2010,PIAUÍ,5,00,37,00
2010,PIAUÍ, ,10,00,4,00
2010,PIAUÍ,10,00,192,00
2010,PIAUÍ,20,00,279,00
2010,PIAUÍ,50,00,2.286,00
2010,PIAUÍ,100,00,370,00
2010,RIO DE JANEIRO,2,00,60,00
2010,RIO DE JANEIRO,5,00,348,00
2010,RIO DE JANEIRO, ,10,00,26,00
2010,RIO DE JANEIRO,10,00,3.428,00
2010,RIO DE JANEIRO,20,00,6.303,00
2010,RIO DE JANEIRO,50,00,16.741,00
2010,RIO DE JANEIRO,100,00,6.677,00
2010,RIO GRANDE DO NORTE,2,00,7,00
2010,RIO GRANDE DO NORTE,5,00,82,00
2010,RIO GRANDE DO NORTE, ,10,00,1,00
2010,RIO GRANDE DO NORTE,10,00,189,00
2010,RIO GRANDE DO NORTE,20,00,333,00
2010,RIO GRANDE DO NORTE,50,00,802,00
2010,RIO GRANDE DO NORTE,100,00,220,00
2010,RIO GRANDE DO SUL,1,00,6,00
2010,RIO GRANDE DO SUL,2,00,126,00
2010,RIO GRANDE DO SUL,5,00,459,00
2010,RIO GRANDE DO SUL, ,10,00,12,00
2010,RIO GRANDE DO SUL,10,00,9.185,00
2010,RIO GRANDE DO SUL,20,00,3.019,00
2010,RIO GRANDE DO SUL,50,00,14.006,00
2010,RIO GRANDE DO SUL,100,00,4.726,00
2010,RIO GRANDE DO SUL,100,00,1,00
2010,RONDÔNIA,2,00,6,00
2010,RONDÔNIA,5,00,80,00
2010,RONDÔNIA, ,10,00,1,00
2010,RONDÔNIA,10,00,272,00
2010,RONDÔNIA,20,00,63,00
2010,RONDÔNIA,50,00,8.348,00
2010,RONDÔNIA,100,00,222,00
2010,RORAIMA,10,00,2,00
2010,RORAIMA,20,00,1,00
2010,RORAIMA,50,00,22,00
2010,RORAIMA,100,00,8,00
2010,SANTA CATARINA,2,00,33,00
2010,SANTA CATARINA,5,00,134,00
2010,SANTA CATARINA, ,10,00,7,00
2010,SANTA CATARINA,10,00,2.560,00
2010,SANTA CATARINA,20,00,1.240,00
2010,SANTA CATARINA,50,00,8.562,00
2010,SANTA CATARINA,100,00,9.410,00
2010,SÃO PAULO,1,00,1,00
2010,SÃO PAULO,2,00,305,00
2010,SÃO PAULO,5,00,1.641,00
2010,SÃO PAULO, ,10,00,1.125,00
2010,SÃO PAULO,10,00,21.344,00
2010,SÃO PAULO,20,00,15.651,00
2010,SÃO PAULO,50,00,70.872,00
2010,SÃO PAULO,100,00,33.745,00
2010,SERGIPE,2,00,23,00
2010,SERGIPE,5,00,78,00
2010,SERGIPE, ,10,00,2,00
2010,SERGIPE,10,00,89,00
2010,SERGIPE,20,00,162,00
2010,SERGIPE,50,00,911,00
2010,SERGIPE,100,00,296,00
2010,TOCANTINS,2,00,2,00
2010,TOCANTINS,5,00,224,00
2010,TOCANTINS, ,10,00,1,00
2010,TOCANTINS,10,00,104,00
2010,TOCANTINS,20,00,150,00
2010,TOCANTINS,50,00,1.312,00
2010,TOCANTINS,100,00,115,00
2011,ACRE,2,00,2,00
2011,ACRE,5,00,5,00
2011,ACRE,10,00,27,00
2011,ACRE,20,00,42,00
2011,ACRE,50,00,146,00
2011,ACRE,100,00,70,00
2011,ALAGOAS,2,00,35,00
2011,ALAGOAS,5,00,71,00
2011,ALAGOAS, ,10,00,14,00
2011,ALAGOAS,10,00,330,00
2011,ALAGOAS,20,00,163,00
2011,ALAGOAS,50,00,716,00
2011,ALAGOAS,50,00,90,00
2011,ALAGOAS,100,00,179,00
2011,ALAGOAS,100,00,52,00
2011,AMAPÁ,2,00,1,00
2011,AMAPÁ,5,00,6,00
2011,AMAPÁ,10,00,17,00
2011,AMAPÁ,20,00,16,00
2011,AMAPÁ,50,00,71,00
2011,AMAPÁ,50,00,20,00
2011,AMAPÁ,100,00,51,00
2011,AMAPÁ,100,00,375,00
2011,AMAZONAS,2,00,16,00
2011,AMAZONAS,5,00,15,00
2011,AMAZONAS, ,10,00,3,00
2011,AMAZONAS,10,00,333,00
2011,AMAZONAS,20,00,161,00
2011,AMAZONAS,50,00,354,00
2011,AMAZONAS,50,00,99,00
2011,AMAZONAS,100,00,386,00
2011,AMAZONAS,100,00,16,00
2011,BAHIA,2,00,52,00
2011,BAHIA,5,00,283,00
2011,BAHIA, ,10,00,43,00
2011,BAHIA,10,00,1.742,00
2011,BAHIA,20,00,1.798,00
2011,BAHIA,50,00,6.394,00
2011,BAHIA,50,00,816,00
2011,BAHIA,100,00,3.091,00
2011,BAHIA,100,00,1.064,00
2011,CEARÁ,2,00,14,00
2011,CEARÁ,5,00,65,00
2011,CEARÁ, ,10,00,4,00
2011,CEARÁ,10,00,2.292,00
2011,CEARÁ,20,00,1.565,00
2011,CEARÁ,50,00,1.501,00
2011,CEARÁ,50,00,4.412,00
2011,CEARÁ,100,00,1.225,00
2011,CEARÁ,100,00,644,00
2011,DISTRITO FEDERAL,2,00,20,00
2011,DISTRITO FEDERAL,5,00,475,00
2011,DISTRITO FEDERAL, ,10,00,7,00
2011,DISTRITO FEDERAL,10,00,785,00
2011,DISTRITO FEDERAL,20,00,1.574,00
2011,DISTRITO FEDERAL,50,00,4.052,00
2011,DISTRITO FEDERAL,50,00,831,00
2011,DISTRITO FEDERAL,100,00,2.657,00
2011,DISTRITO FEDERAL,100,00,461,00
2011,ESPÍRITO SANTO,2,00,15,00
2011,ESPÍRITO SANTO,5,00,41,00
2011,ESPÍRITO SANTO, ,10,00,4,00
2011,ESPÍRITO SANTO,10,00,618,00
2011,ESPÍRITO SANTO,20,00,809,00
2011,ESPÍRITO SANTO,50,00,1.116,00
2011,ESPÍRITO SANTO,50,00,404,00
2011,ESPÍRITO SANTO,100,00,419,00
2011,ESPÍRITO SANTO,100,00,206,00
2011,GOIÁS,2,00,60,00
2011,GOIÁS,5,00,4.922,00
2011,GOIÁS, ,10,00,4,00
2011,GOIÁS,10,00,1.230,00
2011,GOIÁS,20,00,2.613,00
2011,GOIÁS,50,00,10.638,00
2011,GOIÁS,50,00,890,00
2011,GOIÁS,100,00,1.966,00
2011,GOIÁS,100,00,1.153,00
2011,MARANHÃO,2,00,6,00
2011,MARANHÃO,5,00,153,00
2011,MARANHÃO, ,10,00,1,00
2011,MARANHÃO,10,00,227,00
2011,MARANHÃO,20,00,300,00
2011,MARANHÃO,50,00,1.364,00
2011,MARANHÃO,50,00,470,00
2011,MARANHÃO,100,00,1.924,00
2011,MARANHÃO,100,00,1.053,00
2011,MATO GROSSO,2,00,7,00
2011,MATO GROSSO,5,00,95,00
2011,MATO GROSSO, ,10,00,3,00
2011,MATO GROSSO,10,00,226,00
2011,MATO GROSSO,20,00,720,00
2011,MATO GROSSO,50,00,4.530,00
2011,MATO GROSSO,50,00,17,00
2011,MATO GROSSO,100,00,275,00
2011,MATO GROSSO,100,00,120,00
2011,MATO GROSSO DO SUL,2,00,7,00
2011,MATO GROSSO DO SUL,5,00,42,00
2011,MATO GROSSO DO SUL,10,00,139,00
2011,MATO GROSSO DO SUL,20,00,1.564,00
2011,MATO GROSSO DO SUL,50,00,9.274,00
2011,MATO GROSSO DO SUL,50,00,26,00
2011,MATO GROSSO DO SUL,100,00,316,00
2011,MATO GROSSO DO SUL,100,00,56,00
2011,MINAS GERAIS,2,00,153,00
2011,MINAS GERAIS,5,00,758,00
2011,MINAS GERAIS, ,10,00,93,00
2011,MINAS GERAIS,10,00,2.429,00
2011,MINAS GERAIS,20,00,4.398,00
2011,MINAS GERAIS,50,00,14.501,00
2011,MINAS GERAIS,50,00,2.659,00
2011,MINAS GERAIS,100,00,11.751,00
2011,MINAS GERAIS,100,00,4.078,00
2011,PARÁ,2,00,6,00
2011,PARÁ,5,00,182,00
2011,PARÁ, ,10,00,2,00
2011,PARÁ,10,00,702,00
2011,PARÁ,20,00,513,00
2011,PARÁ,50,00,1.140,00
2011,PARÁ,50,00,1.854,00
2011,PARÁ,100,00,1.324,00
2011,PARÁ,100,00,1.439,00
2011,PARAÍBA,2,00,5,00
2011,PARAÍBA,5,00,40,00
2011,PARAÍBA,10,00,144,00
2011,PARAÍBA,20,00,482,00
2011,PARAÍBA,50,00,1.428,00
2011,PARAÍBA,50,00,178,00
2011,PARAÍBA,100,00,478,00
2011,PARAÍBA,100,00,138,00
2011,PARANÁ,1,00,1,00
2011,PARANÁ,2,00,72,00
2011,PARANÁ,5,00,308,00
2011,PARANÁ, ,10,00,20,00
2011,PARANÁ,10,00,1.068,00
2011,PARANÁ,20,00,4.486,00
2011,PARANÁ,50,00,13.147,00
2011,PARANÁ,50,00,299,00
2011,PARANÁ,100,00,7.083,00
2011,PARANÁ,100,00,2.501,00
2011,PERNAMBUCO,1,00,6,00
2011,PERNAMBUCO,2,00,44,00
2011,PERNAMBUCO,5,00,409,00
2011,PERNAMBUCO, ,10,00,27,00
2011,PERNAMBUCO,10,00,1.425,00
2011,PERNAMBUCO,20,00,2.604,00
2011,PERNAMBUCO,50,00,5.511,00
2011,PERNAMBUCO,50,00,1.704,00
2011,PERNAMBUCO,100,00,3.342,00
2011,PERNAMBUCO,100,00,2.197,00
2011,PIAUÍ,2,00,10,00
2011,PIAUÍ,5,00,44,00
2011,PIAUÍ, ,10,00,2,00
2011,PIAUÍ,10,00,970,00
2011,PIAUÍ,20,00,307,00
2011,PIAUÍ,50,00,2.484,00
2011,PIAUÍ,50,00,334,00
2011,PIAUÍ,100,00,1.284,00
2011,PIAUÍ,100,00,286,00
2011,RIO DE JANEIRO,2,00,34,00
2011,RIO DE JANEIRO,5,00,248,00
2011,RIO DE JANEIRO, ,10,00,12,00
2011,RIO DE JANEIRO,10,00,2.499,00
2011,RIO DE JANEIRO,20,00,5.395,00
2011,RIO DE JANEIRO,50,00,10.079,00
2011,RIO DE JANEIRO,50,00,2.473,00
2011,RIO DE JANEIRO,100,00,5.209,00
2011,RIO DE JANEIRO,100,00,7.307,00
2011,RIO GRANDE DO NORTE,2,00,8,00
2011,RIO GRANDE DO NORTE,5,00,23,00
2011,RIO GRANDE DO NORTE, ,10,00,4,00
2011,RIO GRANDE DO NORTE,10,00,191,00
2011,RIO GRANDE DO NORTE,20,00,179,00
2011,RIO GRANDE DO NORTE,50,00,607,00
2011,RIO GRANDE DO NORTE,50,00,706,00
2011,RIO GRANDE DO NORTE,100,00,307,00
2011,RIO GRANDE DO NORTE,100,00,84,00
2011,RIO GRANDE DO SUL,2,00,79,00
2011,RIO GRANDE DO SUL,5,00,518,00
2011,RIO GRANDE DO SUL, ,10,00,27,00
2011,RIO GRANDE DO SUL,10,00,6.016,00
2011,RIO GRANDE DO SUL,20,00,1.980,00
2011,RIO GRANDE DO SUL,50,00,10.143,00
2011,RIO GRANDE DO SUL,50,00,2.074,00
2011,RIO GRANDE DO SUL,100,00,6.629,00
2011,RIO GRANDE DO SUL,100,00,696,00
2011,RONDÔNIA,2,00,33,00
2011,RONDÔNIA,5,00,60,00
2011,RONDÔNIA,10,00,361,00
2011,RONDÔNIA,20,00,49,00
2011,RONDÔNIA,50,00,536,00
2011,RONDÔNIA,50,00,17,00
2011,RONDÔNIA,100,00,170,00
2011,RONDÔNIA,100,00,18,00
2011,RORAIMA,10,00,2,00
2011,RORAIMA,20,00,3,00
2011,RORAIMA,50,00,23,00
2011,RORAIMA,50,00,6,00
2011,RORAIMA,100,00,17,00
2011,SANTA CATARINA,2,00,27,00
2011,SANTA CATARINA,5,00,122,00
2011,SANTA CATARINA, ,10,00,6,00
2011,SANTA CATARINA,10,00,907,00
2011,SANTA CATARINA,20,00,2.788,00
2011,SANTA CATARINA,50,00,9.271,00
2011,SANTA CATARINA,50,00,858,00
2011,SANTA CATARINA,100,00,5.123,00
2011,SANTA CATARINA,100,00,505,00
2011,SÃO PAULO,1,00,1,00
2011,SÃO PAULO,2,00,367,00
2011,SÃO PAULO,5,00,1.829,00
2011,SÃO PAULO, ,10,00,646,00
2011,SÃO PAULO,10,00,11.381,00
2011,SÃO PAULO,20,00,13.443,00
2011,SÃO PAULO,50,00,46.081,00
2011,SÃO PAULO,50,00,9.475,00
2011,SÃO PAULO,100,00,32.836,00
2011,SÃO PAULO,100,00,35.376,00
2011,SERGIPE,2,00,31,00
2011,SERGIPE,5,00,62,00
2011,SERGIPE, ,10,00,1,00
2011,SERGIPE,10,00,502,00
2011,SERGIPE,20,00,45,00
2011,SERGIPE,50,00,887,00
2011,SERGIPE,50,00,47,00
2011,SERGIPE,100,00,247,00
2011,SERGIPE,100,00,192,00
2011,TOCANTINS,2,00,5,00
2011,TOCANTINS,5,00,252,00
2011,TOCANTINS,10,00,64,00
2011,TOCANTINS,20,00,47,00
2011,TOCANTINS,50,00,356,00
2011,TOCANTINS,50,00,41,00
2011,TOCANTINS,100,00,179,00
2011,TOCANTINS,100,00,642,00
2012,ACRE,2,00,1,00
2012,ACRE,5,00,1,00
2012,ACRE,10,00,19,00
2012,ACRE,20,00,29,00
2012,ACRE,20,00,17,00
2012,ACRE,50,00,77,00
2012,ACRE,50,00,5,00
2012,ACRE,100,00,117,00
2012,ACRE,100,00,165,00
2012,ALAGOAS,2,00,2,00
2012,ALAGOAS,5,00,155,00
2012,ALAGOAS,10,00,889,00
2012,ALAGOAS,10,00,17,00
2012,ALAGOAS,20,00,192,00
2012,ALAGOAS,20,00,19,00
2012,ALAGOAS,50,00,314,00
2012,ALAGOAS,50,00,444,00
2012,ALAGOAS,100,00,712,00
2012,ALAGOAS,100,00,749,00
2012,AMAPÁ,2,00,2,00
2012,AMAPÁ,5,00,2,00
2012,AMAPÁ,10,00,8,00
2012,AMAPÁ,20,00,3,00
2012,AMAPÁ,20,00,4,00
2012,AMAPÁ,50,00,28,00
2012,AMAPÁ,50,00,10,00
2012,AMAPÁ,100,00,25,00
2012,AMAPÁ,100,00,92,00
2012,AMAZONAS,2,00,6,00
2012,AMAZONAS,5,00,17,00
2012,AMAZONAS, ,10,00,3,00
2012,AMAZONAS,10,00,58,00
2012,AMAZONAS,10,00,3,00
2012,AMAZONAS,20,00,141,00
2012,AMAZONAS,20,00,7,00
2012,AMAZONAS,50,00,222,00
2012,AMAZONAS,50,00,602,00
2012,AMAZONAS,100,00,1.325,00
2012,AMAZONAS,100,00,275,00
2012,BAHIA,2,00,43,00
2012,BAHIA,5,00,220,00
2012,BAHIA, ,10,00,20,00
2012,BAHIA,10,00,973,00
2012,BAHIA,10,00,58,00
2012,BAHIA,20,00,2.486,00
2012,BAHIA,20,00,31,00
2012,BAHIA,50,00,4.390,00
2012,BAHIA,50,00,4.128,00
2012,BAHIA,100,00,2.039,00
2012,BAHIA,100,00,9.837,00
2012,CEARÁ,2,00,28,00
2012,CEARÁ,5,00,54,00
2012,CEARÁ, ,10,00,2,00
2012,CEARÁ,10,00,417,00
2012,CEARÁ,10,00,25,00
2012,CEARÁ,20,00,432,00
2012,CEARÁ,20,00,48,00
2012,CEARÁ,50,00,718,00
2012,CEARÁ,50,00,1.000,00
2012,CEARÁ,100,00,1.057,00
2012,CEARÁ,100,00,1.409,00
2012,DISTRITO FEDERAL,2,00,25,00
2012,DISTRITO FEDERAL,5,00,418,00
2012,DISTRITO FEDERAL, ,10,00,7,00
2012,DISTRITO FEDERAL,10,00,681,00
2012,DISTRITO FEDERAL,10,00,5,00
2012,DISTRITO FEDERAL,20,00,3.269,00
2012,DISTRITO FEDERAL,20,00,61,00
2012,DISTRITO FEDERAL,50,00,5.852,00
2012,DISTRITO FEDERAL,50,00,671,00
2012,DISTRITO FEDERAL,100,00,5.684,00
2012,DISTRITO FEDERAL,100,00,1.505,00
2012,ESPÍRITO SANTO,2,00,11,00
2012,ESPÍRITO SANTO,5,00,49,00
2012,ESPÍRITO SANTO, ,10,00,12,00
2012,ESPÍRITO SANTO,10,00,307,00
2012,ESPÍRITO SANTO,20,00,724,00
2012,ESPÍRITO SANTO,20,00,9,00
2012,ESPÍRITO SANTO,50,00,1.274,00
2012,ESPÍRITO SANTO,50,00,258,00
2012,ESPÍRITO SANTO,100,00,401,00
2012,ESPÍRITO SANTO,100,00,753,00
2012,GOIÁS,2,00,14,00
2012,GOIÁS,5,00,920,00
2012,GOIÁS, ,10,00,19,00
2012,GOIÁS,10,00,810,00
2012,GOIÁS,10,00,5,00
2012,GOIÁS,20,00,4.454,00
2012,GOIÁS,20,00,29,00
2012,GOIÁS,50,00,10.700,00
2012,GOIÁS,50,00,1.336,00
2012,GOIÁS,100,00,3.773,00
2012,GOIÁS,100,00,6.166,00
2012,MARANHÃO,2,00,3,00
2012,MARANHÃO,5,00,16,00
2012,MARANHÃO, ,10,00,2,00
2012,MARANHÃO,10,00,95,00
2012,MARANHÃO,20,00,302,00
2012,MARANHÃO,20,00,8,00
2012,MARANHÃO,50,00,948,00
2012,MARANHÃO,50,00,649,00
2012,MARANHÃO,100,00,725,00
2012,MARANHÃO,100,00,2.524,00
2012,MATO GROSSO,2,00,31,00
2012,MATO GROSSO,5,00,32,00
2012,MATO GROSSO,10,00,159,00
2012,MATO GROSSO,10,00,1,00
2012,MATO GROSSO,20,00,2.299,00
2012,MATO GROSSO,20,00,3,00
2012,MATO GROSSO,50,00,3.051,00
2012,MATO GROSSO,50,00,127,00
2012,MATO GROSSO,100,00,423,00
2012,MATO GROSSO,100,00,329,00
2012,MATO GROSSO DO SUL,2,00,3,00
2012,MATO GROSSO DO SUL,5,00,19,00
2012,MATO GROSSO DO SUL,10,00,120,00
2012,MATO GROSSO DO SUL,10,00,2,00
2012,MATO GROSSO DO SUL,20,00,3.830,00
2012,MATO GROSSO DO SUL,20,00,2,00
2012,MATO GROSSO DO SUL,50,00,3.234,00
2012,MATO GROSSO DO SUL,50,00,75,00
2012,MATO GROSSO DO SUL,100,00,588,00
2012,MATO GROSSO DO SUL,100,00,134,00
2012,MINAS GERAIS,1,00,1,00
2012,MINAS GERAIS,2,00,94,00
2012,MINAS GERAIS,5,00,491,00
2012,MINAS GERAIS, ,10,00,32,00
2012,MINAS GERAIS,10,00,1.946,00
2012,MINAS GERAIS,10,00,9,00
2012,MINAS GERAIS,20,00,4.612,00
2012,MINAS GERAIS,20,00,1.432,00
2012,MINAS GERAIS,50,00,13.130,00
2012,MINAS GERAIS,50,00,3.107,00
2012,MINAS GERAIS,100,00,6.180,00
2012,MINAS GERAIS,100,00,17.425,00
2012,PARÁ,2,00,4,00
2012,PARÁ,5,00,49,00
2012,PARÁ, ,10,00,1,00
2012,PARÁ,10,00,113,00
2012,PARÁ,10,00,1,00
2012,PARÁ,20,00,324,00
2012,PARÁ,20,00,435,00
2012,PARÁ,50,00,627,00
2012,PARÁ,50,00,415,00
2012,PARÁ,100,00,433,00
2012,PARÁ,100,00,1.953,00
2012,PARAÍBA,2,00,6,00
2012,PARAÍBA,5,00,23,00
2012,PARAÍBA,10,00,154,00
2012,PARAÍBA,20,00,657,00
2012,PARAÍBA,20,00,1,00
2012,PARAÍBA,50,00,807,00
2012,PARAÍBA,50,00,238,00
2012,PARAÍBA,100,00,832,00
2012,PARAÍBA,100,00,1.001,00
